Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Total_Sales_Unit,Total_Revenue
7759,16,0.08720197579801285,3,503,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
1731,16,-0.4231048551792832,7,85,-0.2991192155753736,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,-0.4999300063157657,0.1917443558604754,75,-0.2819264476739322,423,7,-0.32511244156976266,-0.32530932829616105
704,16,-0.4231048551792832,0,349,-0.2991192155753736,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,-1.5044281447995995,-0.9147226269968274,84,-0.2765811918059132,987,7,-0.32511244156976266,-0.32530932829616105
10887,19,-0.2530025781868512,6,458,-0.2991192155753736,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,-0.14118067114296784,-0.4405224914865548,75,-0.2552001683338372,1511,1,-0.32511244156976266,-0.32530932829616105
4049,4,0.2573042527904449,9,277,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
682,15,-1.7839230711187393,0,17,-0.2991192155753736,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
8099,2,1.107815637752605,11,503,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
5286,13,1.277917914745037,0,68,-0.32370465874099147,-0.22855569228898587,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,,,95,,1124,8,-0.32511244156976266,-0.32530932829616105
1215,7,-0.2530025781868512,10,21,-0.2868264939925646,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,,,85,-0.2730176878939005,886,7,-0.31865268594511414,-0.32530932829616105
7174,27,1.277917914745037,0,349,-0.3114119371581825,-0.2484258114683294,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,,,49,-0.2783629437619195,854,1,-0.32511244156976266,-0.32530932829616105
